Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_1_Slot1-16_1_3182.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_2_Slot1-16_1_3183.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_3_Slot1-16_1_3184.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_4_Slot1-16_1_3185.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_1_Slot1-17_1_3187.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_2_Slot1-17_1_3188.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_3_Slot1-17_1_3189.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_4_Slot1-17_1_3190.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_1_Slot1-18_1_3192.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_2_Slot1-18_1_3193.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_3_Slot1-18_1_3194.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_4_Slot1-18_1_3195.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_1_Slot1-19_1_3197.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_2_Slot1-19_1_3198.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_3_Slot1-19_1_3199.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_4_Slot1-19_1_3200.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_1_Slot1-20_1_3202.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_2_Slot1-20_1_3203.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_3_Slot1-20_1_3204.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_4_Slot1-20_1_3205.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_1_Slot1-21_1_3207.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_2_Slot1-21_1_3208.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_3_Slot1-21_1_3209.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_4_Slot1-21_1_3210.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_1_Slot2-34_1_9883.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_2_Slot2-34_1_9884.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_3_Slot2-34_1_9885.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_4_Slot2-34_1_9886.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_1_Slot2-35_1_9888.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_2_Slot2-35_1_9889.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_3_Slot2-35_1_9890.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_4_Slot2-35_1_9891.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_1_Slot2-36_1_9893.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_2_Slot2-36_1_9894.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_3_Slot2-36_1_9895.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_4_Slot2-36_1_9896.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_1_Slot2-37_1_9898.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_2_Slot2-37_1_9899.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_3_Slot2-37_1_9900.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_4_Slot2-37_1_9901.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_1_Slot2-38_1_9903.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_2_Slot2-38_1_9904.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_3_Slot2-38_1_9905.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_4_Slot2-38_1_9906.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_1_Slot2-39_1_9908.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_2_Slot2-39_1_9909.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_3_Slot2-39_1_9910.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_4_Slot2-39_1_9911.d
Q9NS00	Q9NS00	C1GLT_HUMAN	C1GALT1	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	9179.86	8729.23	9996.58	10162.7	7760.76	7288.92	7782.46	8566.59	8421.42	8503.71	9907.23	7729.2	5766.13							5477.83	4570.14	4890.03		4875.15	6835.27	7315.94	7683.64	7543.6	7723.89	6998.98	7275.71	8483.69	8148.99	7294.9	7452.48	8120.74	5875.77	4113.23	4301.25	4200.38	3187.37	4035.71	3744.28	4393.37	4287.4	4532.44	4200.21	3596.23
Q9NS18	Q9NS18	GLRX2_HUMAN	GLRX2	Glutaredoxin-2, mitochondrial	21894.2	24104	20807	23454	20958.4	23933.8	18371.6	25600.8	21462.2	21903.9	22272.9	21384.7	20394.2	20282.1	18149.8	19679.5	18646.1	21505.1	19639.6	20143.7	22294.8	21132.1	19628.6	20108	21095.6	20828	22109.6	23573.3	21956.2	23891.1	23033.3	21365.6	23942.9	22514.4	23264.9	22618.4	16198.8	17490.9	19140.4	17603.6	17718	19011.1	19355.7	17839.9	19597.7	19011.3	18040.2	18764.7
Q9NS69	Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	278066	271100	233183	243664	270663	237814	216042	204846	227181	249761	226003	247663	256453	258015	229197	276742	265746	247909	227562	283037	237964	245739	233906	241111	169986	184548	178715	194281	171496	179372	177042	193502	179271	206214	197300	169929	192204	197274	231701	199447	184136	206852	213251	199033	184149	202275	201537	207839
Q9NS73	Q9NS73	MBIP1_HUMAN	MBIP	MAP3K12-binding inhibitory protein 1	4936.47	5920.83	4462.93	6205.12	4721.31		5216.93	7185.5	6585.96	5688.77	4460.22	3698.99	6026.43	5722.48	6170.91	6141.21	6587.81	5292.45	6362.53	5110.11	5903.37	5448.44	6208.62	5045.79	6215.44	5090.65	4260.08	4462.61	4273.71	5385.55	4720.6	4516.69	4600.53	5439.32	4753.91	4755.42	5682.12	5313.79	5782.84	5745.8	5912.7	5885.51	5721.9	5633.11	6115.9	5717.35	5062.57	5004.31
Q9NS84	Q9NS84	CHST7_HUMAN	CHST7	Carbohydrate sulfotransferase 7	5270.74	5037.72	5179.95	5323.57	4714.83	3630.2	5283.69	5157.67	4831.93	5068.7	4632.75	5812.71													6743.9	5195.89	5796.71	5947.06	5450.02	6203.98	6371.52	5598.99	5785.54	6862.65	5842.68	5775.05												
Q9NS86	Q9NS86	LANC2_HUMAN	LANCL2	LanC-like protein 2	32715.3	32967.9	31565.4	33276.8	34720.5	32695	32650.1	36350.7	32458.1	32437.3	31775.8	31766	22556.9	23009.5	21513.4	22931.1	21123.5	22209.4	21153.4	19373.8	21074.5	22298.3	22815.1	24647	36935.9	37336.8	34543.8	35829.4	36838.4	36473.9	36225.6	36343.2	31510.6	32194.9	32311.7	32160.3	21473.3	20195.6	21090.1	17782.3	20381.2	19955.1	19663.6	19683.7	20028.5	21558.3	22424.7	20411
Q9NS87	Q9NS87	KIF15_HUMAN	KIF15	Kinesin-like protein KIF15	14685	15241	15115.8	14584.7	15298.7	15320.1	14823.6	14764	15772.8	15215.2	15627	14490.1	16141	16116.2	16341.4	16124	16476.4	16171.7	16893.6	16249.6	16830.4	16492.2	16445.3	16079	14981.1	15358.7	15029.1	14400.6	15390.5	14357	15173.5	15039.3	15474.1	16147.8	15840.2	15567.5	17555.6	17044.5	17823.3	17709	18165.2	18453.7	17884.4	18156.3	18302.4	17181.6	17361.3	17552.4
Q9NS91	Q9NS91	RAD18_HUMAN	RAD18	E3 ubiquitin-protein ligase RAD18	24348	24871.8	26127.4	27017.5	26205.7	26087.7	26572.4	26124.9	26759.7	25615.9	25267.5	24711	31903.5	30860.8	32049.4	31518.4	31257.4	28993.5	30135.5	29957.7	32006.1	33009.1	32892.2	32670.7	22028.8	21409.6	21430.8	22170.8	21994.9	21854.4	22033.5	21593.9	23143.7	21631.3	22040.8	22107.6	27201.7	27373.6	27170.5	26465.7	25542.7	26300.5	26842.2	26342	27841.8	26897.6	28054.1	26662.8
Q9NS93	Q9NS93	TM7S3_HUMAN	TM7SF3	Transmembrane 7 superfamily member 3	15176.8	13439.2	12090.5	14243.3	15042.7	12647.4	13989.3	14095.9	14936.5	15856.9	15839.5	17157.5	9753.87	10401.9	10928.9	10979.8	6956.51	10881.7	9029.79	10197.1	12373.5	11208.4	11562.8	12245	11990.4	12370.1	13810.7	13467.8	12307.6	14313.8	13181.5	11549.3	15969.8	16280	12604.8	13243.7	9220.99	9144.73	9696.9	10290.8	8327.04	9200.92	9282.07	7103.86	10877.2	10934.3	10863.5	12294.3
Q9NSA3	Q9NSA3	CNBP1_HUMAN	CTNNBIP1	Beta-catenin-interacting protein 1	16258.2	13212.9	9780.87				17179.1			15120.9	14340.2	11268.2	11756.9	13744.5	13649.4	12270.9	11176.8	13127.5	12842.4	14504.4	13306.7	12152.5	14305.3	11337.9	9615.8	11741.1		8993.08	11605.2		11691.5	10548	8428.68	14336.3	13999.8	12439	11277.3	11546.2	9792	10702.9	12841.3	11557.4	11813.5	11478.7	9529.27	10603.4	10270.4	9651.71
Q9NSC5	Q9NSC5	HOME3_HUMAN	HOMER3	Homer protein homolog 3	11432.1	11120.7	12311.9	11415.4	10636.5	10942.3	10568.1	10329	9943.06	11349.6	11716.1	11296.6	4264.53	4616.73	4042.06	5095.99	3647.32	3867.72	4598.23	4323.96	4378.93	3948.79	3869.34	4087.77	10668.3	11379.4	10257.4	10448.6	10177.6	10994.7	9692.92	10009.3	10716.1	10590.8	12383.6	11491.8	4787.25	4468.88	4447.6	4725.87	4807.57	5558.69	4892.88	4839.02	5018.83	4590.16	4521.39	3814.31
Q9NSC7	Q9NSC7	SIA7A_HUMAN	ST6GALNAC1	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1													9901.5	8588.74	9667	9172.69	8504.49	9669.16	9073.38	9315.57	9378.81	10426.1	8388.74	9407.83													9584.56	9886.51	10121.8	10851.4	10540.7	10489.9	10367.9	10241.8	9910.69	11524.2	10737.8	10731.7
Q9NSD9	Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	307195	314508	307819	310078	300191	311622	309113	308037	292500	302118	309719	306451	385295	410264	409412	414547	380887	396139	389970	385521	389265	404258	399099	403424	335225	330327	334855	334162	339581	328979	331461	326136	321951	317742	317038	327698	456476	429358	441578	439739	412162	419859	411590	414946	420322	429137	434290	424512
Q9NSE2	Q9NSE2	CISH_HUMAN	CISH	Cytokine-inducible SH2-containing protein													9828.18	10810.1	9384.19	8688.04	9048.03	8743.15	9659.83	9485.06	9999.55	10597.9	9637.87	10327						2819.64							7813.42	8174.2	8284.79	7075.94	7998.89	8005	7718.75	8891.76	8727.77	7505.05	8914.46	7724.7
Q9NSE4	Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	181969	181377	175302	179418	180463	179384	175920	174985	182121	177596	170418	175060	127848	126462	128322	129903	124401	125960	123152	125995	130654	134025	133342	132297	185551	177920	184298	183786	177476	179849	180178	176355	176660	174438	177193	174107	135101	134776	134974	137676	130795	128905	129885	130860	136609	135553	135766	138341
Q9NSG2	Q9NSG2	CA112_HUMAN	C1orf112	Uncharacterized protein C1orf112	9139.19	8418.9	9715.13	8783.67	9169.7	9222.73	8509.05	8147.51	8782.67	8217.42	10428.9	10392.2	10597	9516.3	9000.92	8337.81	9622.2	8441.75	10674.5	9095.81	9507.31	9552.07	9726.37	9012.66	8260.42	7353.42	6748.54	8313.39	8462.19	8886.82	6857.99	8597	6703.82	11666.6	7458.46	10649.3	8662.09	8206.93	9079.59	8102.19	7603.99	8483.62	7792.35	8177.89	8479.48	9281.45	8766.99	9046.34
Q9NSI2	Q9NSI2	F207A_HUMAN	FAM207A	Protein FAM207A	50747.1	47876.2	52153.3	49352.2	48777.6	49454.1	50342.5	50221.7	51035.5	50734.9	50728.3	54688.9	65702	64205.3	63779.6	61250.1	62721.3	64374.5	64845.9	63940.2	64623	64207.9	63330.6	65060	52295.6	51224.6	51055	50595.9	52925.1	55916	53871	52443.3	54250.4	56946.4	56712.7	55859	69695.4	75529.5	70118.1	70930.3	68892.7	72500.1	67670.7	69643.9	73303.5	69524.1	67496.4	70053
Q9NSI6	Q9NSI6;Q6RI45	BRWD1_HUMAN	BRWD1	Bromodomain and WD repeat-containing protein 1	5204.1	5902.85			6028.23		4887.36	8272.35	5817.61	5150.39	7393.56	7493.84	11818.4	11432.9	11503.4	12419.4	12304.8	11838.5	12166.7	11692.7	12648.6	12172.3	12867.3	12718.6	5653.6	6624.72	5587.89	6812.3	5792.1	4101.71	4960.55	4574.48	5580.59	6846.81	5778.87	5787.72	11519.4	11556.6	11085.2	11463.7	11424.5	11696.9	11601.3	11651.5	11444.5	10613.5	11965.1	11081.6
Q9NSI8	Q9NSI8;O94885	SAMN1_HUMAN	SAMSN1	SAM domain-containing protein SAMSN-1	49900.2						5873.79			70307.9		41637.7	92461	94281.5	90398.2	92905	93778.7	88721.1	95468.1	93006.5	87389.5	89911.1	88104.6	88998.8	5843.31		6188.41		4569.32	5682.75	5347.36	27371	6515.8		5362.08	5522.04	91728.4	95944.5	93685.5	92233.9	94848.7	102953	98564.9	99443.2	95023.7	96213.6	94309.3	93378.6
Q9NSK0	Q9NSK0	KLC4_HUMAN	KLC4	Kinesin light chain 4	25069.8	25172.9	24726.9	24944.2	24830.4	25381.5	27615.2	24855.6	25782.8	28584.4	25428.5	24583.9	35217.4	36537.7	36386.7	38236.2	37807.2	38675.6	37333.2	39957.4	39313.1	37235.3	38506.9	38290.7	29517.7	31728.5	31807.3	32095	31841.6	33654.2	32804.8	32437.4	35216.6	33918.2	35061.3	35413.8	45276.6	43049.8	42366	43138.9	45394.5	42961.8	44718.3	44112.7	43690.2	44548.4	44357	44836.4
Q9NSK7	Q9NSK7	CS012_HUMAN	C19orf12	Protein C19orf12	19490	18495.3	30552.1	26596.4	28013.5	23841.6	21186	15347	28945.8	25479	28463.8	25392.7	13592	14769.3	13374.1	14970.5	14741.2	14217.8	11127.5	9955.19	15109.8	16983	9287.33	10804.5	20088.3	20391.6	20797.7	20232.9	19925.9	20324.2	20948.1	19095.8	22025.2	22078.7	22218	22500.6	12666.9	12350.2	13000.3	12134.7	12236.8	12322	13141.6	13998.4	11913.4	13810.1	11368.8	11234.8
Q9NSP4	Q9NSP4	CENPM_HUMAN	CENPM	Centromere protein M	5490.85	6016.93	5894.52	6113.23	6246.92	5336.25	5885.09	5807.38	7429.72	6298.46	6676.69	4267.27	5801.57	5760.69	6065.52	4759.5	5277.46	5080.11	5356.51	5528.18	4604.02	6311.91	5593.74	4917.21	8169.33	8041.84	8631.6	6607.26	5765.91	8507.79	7539.3	8017.15	7052.26	5164.43	5877	6443.19	8436.52	8541.24	8832.42	8858.74	8144.99	6974.5	8207.42	8278.67	7254.87	8454.62	8508.74	8596.42
Q9NSU2	Q9NSU2	TREX1_HUMAN	TREX1	Three-prime repair exonuclease 1	10665.6	12900.1	10424.8	9519.03	9874.59	11496.8	10303.9	10785.7	11920.7	10049.5	10485.8	11968.5										4835.36			10978.5	9570.07	12332.1	10427.7	10849.4	10400.6	11250.2	11533.1	9944.57	12579.2	9748.59	11290.9												
Q9NSV4	Q9NSV4	DIAP3_HUMAN	DIAPH3	Protein diaphanous homolog 3	18212.2	17817.2	18091.7	16862.8	19333.4	17784.4	19035.8	17453	18337.7	18379.1	18437.4	18210.7	23269.8	21573.5	22097	22866.3	23678.3	22698	23919.9	23439	24814.4	23071.4	24501.9	23341.9	19075.8	18266.4	19269.8	19737.6	18830.3	18647	19828.5	20250.5	19806.7	18765.9	18861.1	18871.7	22028.7	23505.2	22020.2	23336.5	23078.5	22091.1	22334.6	22254.1	23101.8	22917.9	24327.4	23392.7
Q9NSY0	Q9NSY0	NRBP2_HUMAN	NRBP2	Nuclear receptor-binding protein 2	4847.08	5261.55	6313.28	4896.4	4292.64	4841.82	5278.47	5537.72	5745.72	5797.5	3737.19	5344.91	4048.05	3861.83	4389.9	3660.51		3670.31	4251.35	4438.8	5055.56	4868.1		5527.36	5041.51	4745.14	4849.33	4331.27	5685.53	5428.13	3882.59	5762.91	6016.69	6089.83	4924.88	5051.2	3078.47	4777.75	4602.91	4069.06	3816.94	4752.41	4039.69	3524.94	4515.12	3961.3	4770.5	4237.92
Q9NSY1	Q9NSY1;Q2M2I8	BMP2K_HUMAN	BMP2K	BMP-2-inducible protein kinase	21144.7	22576.9	22179.3	22286.7	19639.4	19230.2	19940.5	21349.6	22305.5	21006.3	22824.1	23531.5	68348.5	73033.3	66998.7	71218.8	75353.5	69744.3	68276.5	70327.1	72646.8	70372.4	69973	72467	21452.3	21459.1	20328.1	21158.6	21166.1	21655.3	19887.2	22124.4	21059.3	23819.4	22876.8	20283.4	72461.6	70594.2	69351.7	71525.4	71288.3	67475.7	71290.9	70992.2	67815.4	70872.8	70218.2	71831.6
Q9NSY2	Q9NSY2	STAR5_HUMAN	STARD5	StAR-related lipid transfer protein 5			1482.67	1308.55	1888.54		1690.4						2812.75	2407.11	2633.63	2800.45	2329.45	2568.92	2420		1397.26		2373.03	2439.55		1194.82	1743.93	944.009	1260.57				1317.88	2887.02	2307.9		3540.57	3257.62	3986.08	3253.56	3172.31	2863.06	3421.55	3631.11	2205.36	2995.1	2608.98	2524.4
Q9NT62	Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	123126	119153	119319	118616	126932	117289	120358	124443	112362	116253	114764	120769	131989	131909	132792	131930	126991	118824	122252	125690	131506	134264	131374	129153	111166	111683	108583	108924	105610	111196	107880	108181	114553	112076	115316	106833	126553	123221	129471	125803	123459	122959	121170	125806	130924	131006	131271	127642
Q9NTG7	Q9NTG7	SIR3_HUMAN	SIRT3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	34759.6	32661.1	34788.5	33859.8	34663.2	37798.5	35566	35442.5	32510.6	34768.7	34117.5	35513.5	25030.2	28443.5	26805.1	24666.2	25441.1	25143.6	24758.2	24748.7	25278.4	25767	27888.4	26938.2	34710	35688.6	35753.6	34390.2	36559.4	34023.8	36400.8	38416.6	33492.3	31721.7	36396.7	34784.7	27681.4	27621.2	27437.5	27530.4	26792.6	28034.8	28354.3	27085.3	29886.4	27560.8	26827.2	28159.5
Q9NTI5	Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	28969.4	28754.1	28024.6	28707.6	28971.9	28363.9	28713.6	28582.1	28898.6	30132.4	28897.4	29255.6	28270.8	28927.7	28249.7	28799.9	27976.4	27241.9	27871.8	27183	30763.3	30314.5	29614.7	30814.4	31006.8	30549.5	31656.4	30981.7	31433.3	30592.2	30825.3	30318.3	31677	31144.4	30166	29216.4	30348.3	30031.7	29803.8	30398.8	29275	28022.7	30016.8	28344.5	29366	31434	31162.9	31324.9
Q9NTJ3	Q9NTJ3	SMC4_HUMAN	SMC4	Structural maintenance of chromosomes protein 4	93826.2	94116.1	91767.4	91568.3	93854.8	91879.8	93226.9	92380.5	91866.1	92426.1	93286.4	93263.9	89206.1	86876.6	86627.2	89171	82805.2	83101.4	83377.5	83802	88734.6	86129.2	87063.8	85745.8	95332.6	96198.1	95567.4	97516.1	94331.8	93604.9	94235.3	95612.1	96842.3	94345.8	98428.1	96885	91472.6	89337.3	89644.9	90390.3	86414.5	87630.8	86155.6	87654.3	90214.8	91559.9	90870.7	91636.2
Q9NTJ4	Q9NTJ4	MA2C1_HUMAN	MAN2C1	Alpha-mannosidase 2C1	18461.2	18317	17855.9	18031.9	18198	19354.6	17908	16914.8	16769.2	17315.8	17120.8	17983.7	13687.6	12800.8	13987.5	13687.7	11863.7	13817.5	14824.3	11878.8	13325	14184.8	12354.9	13857.8	17911.3	19251.9	18922.7	17721.7	18022.2	17648.4	18447.3	18074.6	17273.8	18363.6	18503.8	19402.7	13107.8	13665	13561.3	13955.3	13203.1	13400.1	13794.3	13651.9	14150.9	14722.5	14058.8	13817.2
Q9NTJ5	Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	126105	125767	122290	124506	115458	125855	119612	116005	116799	117110	120259	117686	174969	183214	184238	184616	172018	178962	173590	175492	182687	185226	190676	187384	125553	127572	126375	127249	124070	126693	128209	127281	129912	127577	127580	121204	187307	183020	186833	187645	180507	181570	182406	186280	193200	189048	187577	191628
Q9NTK5	Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	510128	514654	512101	504551	514402	501357	514880	498925	522928	509113	510219	517178	616337	630369	615499	633917	622715	647114	629750	645627	611313	630752	637871	644201	602400	578244	596344	579703	565939	575625	566997	573221	569130	567202	580898	590995	654431	658254	649170	637983	653140	665264	650484	642724	652546	639102	627062	623515
Q9NTM9	Q9NTM9	CUTC_HUMAN	CUTC	Copper homeostasis protein cutC homolog	60467.6	60095.5	62605.1	63979.3	60642.8	62516.6	59574	61769.5	62914.2	60955.6	60187.2	63208.6	48177.7	42479.9	42494.5	42920.8	47573.1	51080.4	46646	44834.4	46123	43692.9	46456.8	41914.1	56944.4	52190.3	58402.9	54119.6	56006	53848.7	55559.4	53595.3	57138	57889.7	56725.4	60005.2	48151.6	47819.1	48590.7	49181.9	46519.7	47567.8	48596.7	46128.7	44040.3	47589.3	47254.5	47160.8
Q9NTW7	Q9NTW7	ZF64B_HUMAN	ZFP64	Zinc finger protein 64	7615.13	7728.06	7812.56	7670	6942.85	7779.8	8212.28	8150.05	8087.28	8015.92	8691.81	7833.1	4127.18		3355.31	3826.4	1977.21	4945.59	6016.74				2608.06	1795.69	8159.84	7922.38	8492.73	7866.5	8363.08	8544.27	7405.05	8252.77	6928.54	7494.63	7379.08	7286.39	4181.41	3566.42	2770.01	3454.24	4524.99	4106.85	5289.44	3989.04	3657.74	4451.22	4243.29	5409.98
Q9NTX5	Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	64775	65502.1	60891.4	64440.9	60509.5	62296.3	62368	61939.3	62459.1	60541.6	59998.9	58819.8	62082	60783.8	61490.4	59044.2	61172.5	57706.2	61388.7	60066.7	60654.2	60356.6	59987.9	58930.8	56560.7	57663.9	58470.8	60062.6	56081.8	57531.6	56949.2	59451.9	60898.1	56223.7	60875.6	57705.4	56439.1	55840.7	55263.8	56488	55905	54819.5	53438.7	56015	53850.3	54103	52713.4	54331.8
Q9NTX7	Q9NTX7	RN146_HUMAN	RNF146	E3 ubiquitin-protein ligase RNF146	5823.94	7284.62	6897.72	8045.63	6504.48	7075.68	8037.83	7213.92	5742.25	9199.23	8297.84	5909.88	8261.63	9345.25	10960.4	9146.98	8412.83	9371.38	13780.3	10895.7	8899.2	9396.99	9189.46	6411.64	4598.19	4473.67	4860.94	3940.2	3981.41	4371.31	4461.49	4807.59	4914.69	5269.28	5351.23	4813.66	5438.52	4557.65	5017.62	5205.2	5003.56	4806.76	5840.3	5101.74	4698.42	4815.41	5312.33	4480.81
Q9NTZ6	Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	138749	145974	144050	142152	141638	141564	145000	143001	150537	153223	152574	154388	136307	137166	136546	133443	143428	144754	142314	146214	133271	136106	135200	132841	153986	155766	157442	161964	159597	162738	158457	159026	172895	170498	171004	171394	150265	151172	152300	144306	164290	165314	163773	163531	147493	145595	143913	143184
Q9NU19	Q9NU19	TB22B_HUMAN	TBC1D22B	TBC1 domain family member 22B	4773.17	4982.19	3562.87	4974.47	4293.26	5304.38	5622.93	5079.45	4535.26	4196.69	4031.31	4085.32	12573.6	11266.1	11738.5	11422.2	12344.8	12242.7	10135.5	10835	11943.6	11613.2	11942.4	11678.8	6409.17	3973.79	7970.49	4667.91	7546.29	4752.11	5190.32	5201.55	3837.45	2850.94	4069.57		9046.9	10168.2	9847.86	9982.85	9769.73	9266.99	9885.74	9514.49	9944.83	10722.2	9787.43	10783
Q9NU22	Q9NU22	MDN1_HUMAN	MDN1	Midasin	28392.9	28958.2	28470.5	29192.2	28312.3	28280.2	28883.2	29236.8	27905.8	28201.5	29182.4	27889	57329.9	57482	56888.8	56050.8	55249.8	55081.6	56297.2	55912.2	58277.7	58358.9	58626.8	58462.4	29847.6	29163.5	29583.2	28918.7	28728.4	28936.3	30016.1	29580.1	28455.7	29376.4	29089.3	29521.1	58290.7	58682.7	57748	57954.5	57324.8	57116.6	56612	57059.6	59719.5	59851	59296.4	59118.3
Q9NU23	Q9NU23	LYRM2_HUMAN	LYRM2	LYR motif-containing protein 2	11363	12139.1	9722.17	13210.8	10561.9	10751.9	10263.9	8304.25	10833.5	10521	9525.63	8853.43	14462.7	15581.9	12343	15820.6	12795.1	15272.7	14690.5	14977.4	13460	13693.2	14830	12882.2	10428	11748.7	12485.1	10314.1	10388.5	11420.6	11735	9673.57	9958.63	9383.38	9780.55	10983.1	14969	15994.2	14159.3	15988.5	15583.5	15074	13761.1	13853.9	11507.5	12574.9	13548	13281.4
Q9NUA8	Q9NUA8	ZBT40_HUMAN	ZBTB40	Zinc finger and BTB domain-containing protein 40		3808.78	3032.75		4047.23	3151.62		3597.04			3342.77		3481.1	3017.2	3269.88	3540	3791.35	5164.13	4061.48	3898.39	4345.46	4130.32	4380.21	4103.57	3626.82	4385.85	3550.99	3689.58	3439.24	3413.8	4210.44	4028.36	4425.86	3596.34	4223.84	3605.34	4216.46	4480.99	5183.27	5186.56	4548.23	4437.39	4748.94	4337.14	4730.39	4755.85	4258.33	4841.29
